ProblemName,T_default,T_farkasdiving,T_farkasdiving-no-confs,T_farkasdiving-no-sols,N_default,N_farkasdiving,N_farkasdiving-no-confs,N_farkasdiving-no-sols,DivingSolsMax_default,DivingSolsMax_farkasdiving,DivingSolsMax_farkasdiving-no-confs,DivingSolsMax_farkasdiving-no-sols,FDSols_default,FDSols_farkasdiving,FDSols_farkasdiving-no-confs,FDSols_farkasdiving-no-sols,DivingBestSolsMax_default,DivingBestSolsMax_farkasdiving,DivingBestSolsMax_farkasdiving-no-confs,DivingBestSolsMax_farkasdiving-no-sols,FDBestSols_default,FDBestSols_farkasdiving,FDBestSols_farkasdiving-no-confs,FDBestSols_farkasdiving-no-sols,DivingConfsMax_default,DivingConfsMax_farkasdiving,DivingConfsMax_farkasdiving-no-confs,DivingConfsMax_farkasdiving-no-sols,FDConfs_default,FDConfs_farkasdiving,FDConfs_farkasdiving-no-confs,FDConfs_farkasdiving-no-sols,TQ+1_default,TQ+1_farkasdiving,TQ+1_farkasdiving-no-confs,TQ+1_farkasdiving-no-sols,NQ+100_default,NQ+100_farkasdiving,NQ+100_farkasdiving-no-confs,NQ+100_farkasdiving-no-sols
neos-808072,16.06,17.63,17.18,15.9,59,40,40,12,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.09202813599062,1.06565064478312,0.990621336459554,1,0.880503144654088,0.880503144654088,0.70440251572327
neos-810326,50.31,26.89,26.74,51.62,1196,527,527,1407,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,275,24,24,179,0,0,0,0,1,0.543558760475541,0.540635353732216,1.02553108555837,1,0.483796296296296,0.483796296296296,1.16280864197531
neos-810326,15.01,49.06,48.91,39.16,177,1095,1109,934,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,204,185,92,0,88,0,10,1,3.12679575265459,3.11742660836977,2.50843222985634,1,4.31407942238267,4.36462093862816,3.73285198555957
neos-810326,35.82,88.79,61.62,55.92,851,1956,1246,1733,0,1,0,0,0,2,1,0,0,2,1,0,0,2,1,0,372,235,276,139,0,63,0,0,1,2.43862031504617,1.7007061379685,1.5458989679522,1,2.16193480546793,1.41535226077813,1.92744479495268
neos-825075,1.81,2.07,2.06,1.88,7,11,11,4,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.09252669039146,1.08896797153025,1.02491103202847,1,1.03738317757009,1.03738317757009,0.97196261682243
neos-825075,1.77,2.31,2.3,1.69,5,2,2,3,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,0,0,0,2,0,0,1,1.19494584837545,1.1913357400722,0.971119133574007,1,0.971428571428571,0.971428571428571,0.980952380952381
neos-825075,2.02,1.69,1.68,1.68,6,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.890728476821192,0.887417218543046,0.887417218543046,1,0.962264150943396,0.962264150943396,0.962264150943396
neos-841664,2990.72,7200,7200,7200,45747,76827,27197,32883,75,14,12,74,0,448,447,0,8,74,61,5,0,74,61,0,1339,9266,4048,1454,0,9266,0,222,1,2.4069765887182,2.4069765887182,2.4069765887182,1,1.67790695138177,0.595393373612232,0.719414574563221
neos-850681,6.34,2.74,2.8,6.02,6,1,1,5,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.509536784741144,0.517711171662125,0.956403269754768,1,0.952830188679245,0.952830188679245,0.990566037735849
neos-850681,6.52,7.25,7.28,8.57,6,2,2,6,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,1.09707446808511,1.10106382978723,1.27260638297872,1,0.962264150943396,0.962264150943396,1
neos-850681,5.38,2.87,2.92,7.36,6,1,1,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.606583072100313,0.614420062695925,1.31034482758621,1,0.952830188679245,0.952830188679245,1
neos-850681,9.33,2.53,2.56,6.51,7,1,1,6,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.341723136495644,0.344627299128751,0.727008712487899,1,0.94392523364486,0.94392523364486,0.990654205607477
neos-860300,15.23,19.11,18.92,18.99,2,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.23906346272335,1.22735674676525,1.23166974738139,1,1,1,1
neos-860300,18.03,19.25,19.43,19.42,3,3,3,3,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,7,0,0,0,7,0,0,1,1.06410930110352,1.07356805044666,1.07304256437204,1,1,1,1
neos-862348,16.37,18.14,18.25,18.35,209,324,324,324,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.10189982728843,1.10823258491652,1.1139896373057,1,1.37216828478964,1.37216828478964,1.37216828478964
neos-862348,12.01,12.58,12.9,9.99,4,4,5,4,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,64,0,55,0,64,0,55,1,1.04381245196003,1.06840891621829,0.844734819369716,1,1,1.00961538461538,1
neos-863472,48.06,53.57,49.19,51.84,42426,46819,41341,44510,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,598,702,1230,1255,0,116,0,13,1,1.11231145536078,1.02303302079087,1.07704851202609,1,1.10330150966468,0.974486196679678,1.0490053143959
neos-933815,25.65,45.27,28.06,34.44,12053,31016,13141,23781,0,0,0,0,0,1,1,0,0,1,1,1,0,1,1,0,92,53,54,63,0,29,0,8,1,1.73621013133208,1.09043151969981,1.32983114446529,1,2.56035546778573,1.08952522011026,1.96502921089443
neos-933815,34.66,22.43,38.67,45.34,23405,9438,28395,30347,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,64,51,97,70,0,26,0,0,1,0.65703869882221,1.11245092540662,1.29949523275379,1,0.40578600297809,1.21229525632844,1.29534141671985
neos-934531,69.55,107.16,107.5,121.38,1,3,4,5,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,9,0,24,0,9,0,24,1,1.53309709425939,1.53791637136782,1.73465627214741,1,1.01980198019802,1.02970297029703,1.03960396039604
neos-955215,14.46,11.99,14,46.8,17654,15909,18984,122280,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,94,93,163,185,0,93,0,36,1,0.840232858990944,0.970245795601552,3.09184993531695,1,0.901712290188127,1.07491269573054,6.89309451391236
neos-955215,12.23,22.77,14.79,43.28,17102,32370,16292,84887,0,0,0,3,0,1,1,0,0,1,1,0,0,1,1,0,103,209,82,260,0,140,0,97,1,1.79667422524565,1.19349962207105,3.3469387755102,1,1.88757121264969,0.95291245204046,4.94053017091036
neos-955215,6.66,24.57,26.46,17.27,3797,43400,51583,29020,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,27,127,228,66,0,106,0,33,1,3.33812010443864,3.58485639686684,2.38511749347258,1,11.1624326404927,13.2622530151399,7.4724146779574
neos-957323,105.49,153.13,150.97,125.52,3,5,5,8,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.44736594985445,1.42708235515072,1.18809277866466,1,1.01941747572816,1.01941747572816,1.04854368932039
neos-957323,77.27,60.82,60.1,59.33,2,1,1,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.789830075380095,0.78063114858822,0.770793407435799,1,0.990196078431373,0.990196078431373,1
nug08,124.94,187.38,189.7,127.64,3,2,2,3,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,5,0,0,0,5,0,0,1,1.49579164681594,1.51421311735747,1.02143878037161,1,0.990291262135922,0.990291262135922,1
nug08,80.11,84.47,84.16,84.12,2,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1.0537541610159,1.04993219085193,1.04943903341142,1,1,1,1
nug08,179.72,183.85,182.7,180.12,4,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,4,0,0,0,4,0,0,1,1.02285303231518,1.01648959716689,1.00221336874723,1,0.980769230769231,0.980769230769231,0.980769230769231
nug08,116.07,105.48,105.17,107.12,2,2,2,2,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0.909541300076877,0.906893311693858,0.923550012812847,1,1,1,1
nw04,21.58,22.42,22.72,22.52,6,6,7,5,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,89,0,119,0,89,0,119,1,1.03720106288751,1.05048715677591,1.04162976085031,1,1,1.00943396226415,0.990566037735849
nw04,23.39,22.82,21.91,23.3,6,6,5,5,0,0,0,0,0,1,2,0,0,1,1,0,0,1,1,0,0,59,0,24,0,59,0,24,1,0.976629766297663,0.939319393193932,0.996309963099631,1,1,0.990566037735849,0.990566037735849
nw04,32.31,22.47,22.56,30.82,9,5,6,7,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,93,0,65,0,93,0,65,1,0.704593215250675,0.707295106574602,0.955268688081657,1,0.963302752293578,0.972477064220183,0.981651376146789
opm2-z7-s2,337.53,209.34,220.16,223.15,3782,1527,1923,1710,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,91,309,180,247,0,309,0,0,1,0.621333412105279,0.653295128939828,0.662127433314625,1,0.419113858835652,0.521123132405976,0.466254507985574
opm2-z7-s2,216,275.74,273.5,363.17,1576,3161,3339,4211,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,319,207,276,0,319,0,0,1,1.27529953917051,1.26497695852535,1.67820276497696,1,1.94570405727924,2.0519093078759,2.57219570405728
opm2-z7-s2,260.46,267.55,277.01,277.59,1537,2509,2846,2789,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,179,188,217,184,0,103,0,0,1,1.027116958617,1.06329840128509,1.06551671383768,1,1.59376908979841,1.79963347587049,1.7648136835675
opm2-z7-s2,260.69,248.42,263.27,263.09,2091,2470,3015,4173,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,206,535,385,183,0,142,0,45,1,0.953112461309182,1.00985899346555,1.00917115671214,1,1.17298037425833,1.42172523961661,1.95025102692834
p0201,0.5,0.51,0.51,0.51,3,5,5,5,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,5,0,5,0,5,0,5,1,1.00666666666667,1.00666666666667,1.00666666666667,1,1.01941747572816,1.01941747572816,1.01941747572816
p0201,0.64,0.61,0.64,0.66,9,7,7,13,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,5,0,5,0,5,0,5,1,0.981707317073171,1,1.01219512195122,1,0.981651376146789,0.981651376146789,1.03669724770642
p2756,4.69,3.98,3.86,4.03,5,12,15,16,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,4,2,0,2,0,2,1,0.875219683655536,0.854130052724077,0.884007029876977,1,1.06666666666667,1.0952380952381,1.1047619047619
pg,17.58,18.62,17.23,16.97,840,784,755,808,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,0,2,23,2,12,0,23,0,12,1,1.05597416576964,0.981162540365985,0.967168998923574,1,0.940425531914893,0.909574468085106,0.965957446808511
pg,27.09,27.47,27.5,29.03,599,580,512,671,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,2,13,1,12,0,13,0,12,1,1.01352794588822,1.01459594161623,1.06906372374511,1,0.972818311874106,0.875536480686695,1.10300429184549
pg,24.34,26,27.57,25.59,610,786,628,751,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,31,0,31,0,31,0,31,1,1.0655090765588,1.12746645619574,1.04932912391476,1,1.24788732394366,1.02535211267606,1.19859154929577
pg,15.85,21.56,17.01,19.97,195,304,174,221,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,6,16,8,14,0,16,0,14,1,1.33887240356083,1.06884272997033,1.24451038575668,1,1.36949152542373,0.928813559322034,1.08813559322034
pg5_34,4180.19,4795.62,4476.46,4940.25,238659,285214,262599,262160,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,3,3,1,0,3,0,0,1,1.14719015399922,1.07085781798962,1.18178078489617,1,1.19498741408701,1.100268471555,1.09842979741078
pg5_34,1165.49,952.73,942.62,1138.65,236000,187700,188191,232171,0,1,1,0,0,1,1,0,0,1,1,0,0,1,1,0,0,2,0,2,0,2,0,2,1,0.817606666152303,0.808939639431114,0.976990801464222,1,0.795425667090216,0.797505294366794,0.983782295637442
pg5_34,3500.68,3332.84,3352.24,3688.45,225680,215437,215437,232794,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,2,1,1,1,0,0,0,0,1,0.952068721299491,0.957608919147381,1.05362283246899,1,0.954632828417043,0.954632828417043,1.03150854814421
pg5_34,2965.44,2509.26,2761.66,3114.85,234406,198989,222299,240244,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,9,5,1,0,9,0,0,1,0.846219711168943,0.931304863742398,1.05036676959588,1,0.848971881316469,0.948372323096211,1.02489488541871
pp08a,1.86,1.51,1.51,1.6,282,182,227,242,2,3,1,3,0,32,32,0,0,2,1,0,0,1,1,0,0,8,1,10,0,8,0,10,1,0.877622377622378,0.877622377622378,0.909090909090909,1,0.738219895287958,0.856020942408377,0.895287958115183
pp08a,1.65,1.54,1.55,1.57,269,312,312,299,8,5,5,4,0,38,38,0,2,3,3,0,0,3,3,0,2,14,9,2,0,14,0,2,1,0.958490566037736,0.962264150943396,0.969811320754717,1,1.11653116531165,1.11653116531165,1.08130081300813
pp08a,1.55,1.27,1.28,1.37,164,71,60,74,3,0,0,0,0,30,30,0,0,2,2,0,0,2,2,0,3,18,0,18,0,18,0,18,1,0.890196078431373,0.894117647058824,0.929411764705882,1,0.647727272727273,0.606060606060606,0.659090909090909
pp08a,1.14,1.3,1.22,1.35,116,227,162,187,3,0,0,0,0,26,26,0,0,4,4,0,0,4,4,0,2,17,0,0,0,17,0,0,1,1.07476635514019,1.03738317757009,1.0981308411215,1,1.51388888888889,1.21296296296296,1.3287037037037
pp08aCUTS,2.3,2.19,2.34,2.17,329,409,370,339,3,0,2,0,0,24,24,0,0,8,8,0,0,8,8,0,3,27,4,4,0,27,0,2,1,0.966666666666667,1.01212121212121,0.960606060606061,1,1.18648018648019,1.0955710955711,1.02331002331002
pp08aCUTS,2.2,1.63,2.22,1.72,282,98,252,75,7,0,2,0,0,25,26,0,2,3,3,0,0,3,3,0,7,9,2,12,0,9,0,12,1,0.821875,1.00625,0.85,1,0.518324607329843,0.921465968586387,0.458115183246073
pp08aCUTS,1.96,2.2,2.26,2.3,250,348,348,444,7,1,1,3,0,25,25,0,2,3,3,0,0,3,3,0,1,8,2,3,0,8,0,0,1,1.08108108108108,1.10135135135135,1.11486486486487,1,1.28,1.28,1.55428571428571
pp08aCUTS,2.03,2.01,2.09,1.88,226,253,253,192,0,6,6,0,0,31,31,0,0,2,2,0,0,2,2,0,5,6,6,8,0,5,0,8,1,0.993399339933993,1.01980198019802,0.95049504950495,1,1.08282208588957,1.08282208588957,0.895705521472393
qnet1,4.46,2.14,2.16,1.25,29,15,15,3,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,0,0,14,0,0,0,14,1,0.575091575091575,0.578754578754579,0.412087912087912,1,0.891472868217054,0.891472868217054,0.798449612403101
qnet1,1.88,1.93,2,1.83,2,3,3,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,45,0,27,0,45,0,27,1,1.01736111111111,1.04166666666667,0.982638888888889,1,1.00980392156863,1.00980392156863,1.00980392156863
qnet1,4.1,2.2,2.23,4.29,24,7,7,16,0,0,0,0,0,4,4,0,0,1,1,0,0,1,1,0,0,39,0,16,0,39,0,16,1,0.627450980392157,0.633333333333333,1.03725490196078,1,0.862903225806452,0.862903225806452,0.935483870967742
qnet1_o,1.8,1.73,1.68,1.71,3,2,4,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,28,0,16,0,28,0,16,1,0.975,0.957142857142857,0.967857142857143,1,0.990291262135922,1.00970873786408,1.00970873786408
qnet1_o,0.9,3.41,3.54,1.27,2,22,24,1,0,0,0,0,0,2,2,0,0,1,1,0,0,1,1,0,0,33,0,33,0,33,0,33,1,2.32105263157895,2.38947368421053,1.19473684210526,1,1.19607843137255,1.2156862745098,0.990196078431373
qnet1_o,1.05,1.47,1.49,1.5,1,2,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,20,0,20,0,20,0,20,1,1.20487804878049,1.21463414634146,1.21951219512195,1,1.00990099009901,1.00990099009901,1.00990099009901
ran14x18.disj-8,1538.55,1402.69,1652.13,1209.87,422669,345694,408361,360472,74,83,78,151,0,115,104,0,0,0,0,0,0,0,0,0,61,521,185,225,0,521,0,43,1,0.91175343444513,1.07377480432594,0.786509044850768,1,0.81792657455963,0.966156458964588,0.852881833814684
ran14x18.disj-8,1653.43,1876.99,1470.52,1590.51,509529,535668,497317,451288,143,215,227,211,0,125,97,0,0,0,0,0,0,0,0,0,80,646,216,207,0,646,0,64,1,1.13512811058794,0.889442285258367,0.961968774744171,1,1.05129025232081,0.976037470395131,0.885718826832853
ran14x18.disj-8,2687.47,2194.19,2180.65,1915.68,791360,572880,341276,514968,249,132,59,78,0,81,84,0,1,5,5,0,0,5,5,0,79,672,180,68,0,672,0,33,1,0.816520176903592,0.811483855129498,0.712925939288889,1,0.723953200414424,0.431324387840194,0.65078209890582
ran14x18.disj-8,3072.2,1994.19,1910.57,2091.77,511977,527306,528993,511738,184,189,96,176,0,103,102,0,1,1,0,0,0,0,0,0,125,526,218,156,0,526,0,75,1,0.649222308993883,0.622012885591566,0.680974228816868,1,1.02993495118898,1.03322937761313,0.999533273316318
ran14x18_1,1140.33,905.95,1483.32,1034.59,339134,280572,452645,397884,167,129,49,180,0,59,60,0,0,0,0,1,0,0,0,0,47,332,172,94,0,332,0,58,1,0.79464309183146,1.30051781693288,0.907353701383474,1,0.827369898064463,1.33460973841065,1.17318429166888
ran14x18_1,1274.74,1069.31,1337.75,1129.15,418898,343078,461627,367099,104,160,192,282,0,48,60,0,0,0,0,0,0,0,0,0,52,312,303,83,0,312,0,75,1,0.838971890824149,1.04939094172794,0.88587800021948,1,0.819044482312565,1.1019790070597,0.876374111570938
ran14x18_1,1395.02,1069.47,1018.28,1195.12,497943,402115,366464,488035,74,220,105,182,0,77,48,0,0,0,0,0,0,0,0,0,30,343,191,137,0,343,0,40,1,0.766801335224424,0.730132806120256,0.856807209065773,1,0.807590910824969,0.73600873820132,0.98010613541401
ran14x18_1,1838.22,1058.92,1172.44,1099.2,769180,404079,420189,374316,275,160,197,225,0,47,74,0,0,0,0,0,0,0,0,0,100,228,402,116,0,228,0,37,1,0.576287774165135,0.638009591022281,0.598188362457999,1,0.525399074459235,0.546340734193012,0.486709650582363
ran16x16,78.39,71.11,69.29,73.71,14539,10926,12129,12990,16,21,88,75,0,48,33,0,1,0,0,2,0,0,0,0,26,100,37,33,0,100,0,15,1,0.908300793550825,0.885375991938531,0.941050510139816,1,0.753193524147824,0.835371268529271,0.894186761390805
ran16x16,78.83,89.1,71.35,78.38,15549,18429,12004,16713,38,67,67,44,0,37,26,0,0,1,2,0,0,0,0,0,38,135,32,55,0,135,0,13,1,1.12864837780283,0.906300889389954,0.994363021420519,1,1.18403731867851,0.773467953223848,1.07438174963256
ran16x16,61.78,73.04,71.39,54.52,7934,11819,14566,7237,64,26,91,10,0,43,51,0,1,1,1,0,0,0,0,0,25,126,44,26,0,126,0,7,1,1.17935648295636,1.15307422746097,0.884358075820325,1,1.48356982823002,1.82549166044312,0.913243714214588
ran16x16,75.34,62.2,54.48,68.31,11547,12123,10033,14222,83,30,38,75,0,25,28,0,0,1,0,2,0,0,0,0,57,121,25,27,0,121,0,27,1,0.827875294734084,0.726748755567199,0.907911972753471,1,1.04945479522624,0.870009444492144,1.22967287713574
rmine6,790.99,960.92,834.17,597.46,76215,106821,96163,75052,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,251,762,497,469,0,593,0,130,1,1.21456078990896,1.05452089041528,0.755640854051187,1,1.40104828670641,1.26139029024438,0.984760532005504
rmine6,1048.96,966.67,893.01,738.72,121375,102970,98039,74161,0,0,0,1,0,2,2,0,0,2,2,1,0,2,2,0,754,733,563,576,0,733,0,91,1,0.9216255857366,0.851470532210751,0.704522077031506,1,0.848487343074707,0.807894628524388,0.611327433628319
rmine6,848.93,859.03,815.68,1003.99,101031,89687,92729,101413,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1,0,584,581,497,396,0,536,0,162,1,1.01188333156848,0.960879131222571,1.18243855376325,1,0.887828657879384,0.917908455369768,1.0037772789748
rout,78.59,111.26,66.75,101.36,19814,36853,18626,34535,1,1,2,0,0,1,2,0,1,1,2,0,0,1,2,0,115,565,303,223,0,464,0,223,1,1.41047870335469,0.851237592662395,1.28609121748963,1,1.85562920558401,0.940343476950889,1.73922868333836
satellites1-25,740.49,779.41,889.47,1057.98,817,273,537,1078,1,1,0,0,0,2,2,0,1,2,2,0,0,2,2,0,62,87,41,97,0,87,0,57,1,1.05248890747009,1.200919769653,1.42817839755088,1,0.406761177753544,0.694656488549618,1.28462377317339
satellites1-25,1237.17,664.63,985.14,1133.98,2878,15,2267,2274,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,200,74,96,91,0,74,0,59,1,0.537591768497056,0.796449599004983,0.916659263267564,1,0.038616521155138,0.794828744123573,0.797179314976494
satellites1-25,1044.51,964.13,941.76,537.2,1159,817,2030,253,1,0,1,1,0,2,1,0,1,2,1,1,0,2,1,0,38,118,99,125,0,118,0,125,1,0.923118860651739,0.901722604279251,0.514772694665761,1,0.72835583796664,1.69181890389198,0.280381254964257
set1ch,0.5,0.5,0.5,0.5,2,2,2,2,0,0,0,0,0,53,53,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
triptim1,1261.6,878.99,1250.13,2511.25,7,4,32,178,0,0,0,0,0,2,2,0,0,2,2,0,0,2,2,0,0,2,24,24,0,2,0,0,1,0.6969665769048,0.990915571043878,1.98974338666244,1,0.97196261682243,1.23364485981308,2.5981308411215
triptim1,881.96,253.87,253.03,1684.67,41,1,1,78,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,0,7,0,0,0,0,1,0.288654072664673,0.28770272719036,1.90911253057896,1,0.716312056737589,0.716312056737589,1.26241134751773
unitcal_7,284.42,252.3,345.08,228.75,155,9,73,13,0,0,0,0,0,2,1,0,0,2,1,0,0,2,1,0,0,199,4,84,0,199,0,84,1,0.887464088010651,1.21252890477192,0.804954102725807,1,0.427450980392157,0.67843137254902,0.443137254901961
unitcal_7,374.73,254.69,327.6,220.96,356,9,83,6,0,0,0,0,0,3,1,0,0,3,1,0,0,3,1,0,0,1724,6,85,0,1724,0,85,1,0.680515263620153,0.87456418172624,0.590743352939611,1,0.239035087719298,0.401315789473684,0.232456140350877
unitcal_7,410.88,325.55,408.1,273.74,377,87,412,29,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0,8,209,10,81,0,209,0,81,1,0.792828008157716,0.993250461299408,0.667038943381567,1,0.392033542976939,1.07337526205451,0.270440251572327
unitcal_7,378.52,379.55,474.13,418.37,572,198,426,356,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,6,230,15,77,0,230,0,77,1,1.0027139544688,1.25192348229342,1.1050010539629,1,0.443452380952381,0.782738095238095,0.678571428571429
zib54-UUE,1705.36,1559.33,1221.46,1848.4,76321,57764,56944,85847,14,8,4,28,0,71,62,0,13,15,10,9,0,15,10,0,35,34,23,33,0,34,0,25,1,0.914420169249162,0.716413886870297,1.08382756276518,1,0.757174075188757,0.746444040250716,1.12465160099973
zib54-UUE,1200.19,1242.27,1276.65,1380.46,46323,59899,56042,60446,12,14,9,17,0,52,52,0,9,11,12,6,0,11,12,0,24,46,27,33,0,46,0,33,1,1.03503192667272,1.06365354356929,1.15007617446033,1,1.29244124679577,1.20935743058398,1.3042241992116
zib54-UUE,1894.37,2275.42,1879.34,1726.73,74518,88909,65292,67890,27,12,8,5,0,82,97,0,14,12,16,7,0,12,16,0,31,53,13,69,0,53,0,19,1,1.2010425405066,0.992070149891578,0.911552889409456,1,1.19286231204267,0.876356911201051,0.911174247500603
zib54-UUE,1630.16,1303.98,1733.74,1470.62,88765,61000,78513,78876,11,8,17,9,0,47,83,0,2,12,9,5,0,12,9,0,33,37,26,32,0,37,0,32,1,0.800031879153486,1.06350082150126,0.902192304862797,1,0.68755978169133,0.88463399538626,0.888718843189107
